id,focus,signal,slack,drag,confidence,score,lane
l001,move ordering,35,33,6,25,244,ship
l002,search width,35,34,6,55,306,ship
l003,endgame risk,35,35,6,85,368,ship
l004,position pressure,35,36,18,25,226,ship
l005,move ordering,35,37,18,55,288,ship
l006,search width,35,38,18,85,350,ship
l007,endgame risk,35,39,34,25,200,ship
l008,position pressure,35,40,34,55,262,ship
l009,move ordering,35,41,34,85,324,ship
l010,search width,60,42,6,25,362,ship
l011,endgame risk,60,43,6,55,424,ship
l012,position pressure,60,44,6,85,486,ship
l013,move ordering,60,45,18,25,344,ship
l014,search width,60,46,18,55,406,ship
l015,endgame risk,60,47,18,85,468,ship
l016,position pressure,60,48,34,25,318,ship
l017,move ordering,60,32,34,55,346,ship
l018,search width,60,33,34,85,408,ship
l019,endgame risk,85,34,6,25,446,ship
l020,position pressure,85,35,6,55,508,ship
l021,move ordering,85,36,6,85,570,ship
l022,search width,85,37,18,25,428,ship
l023,endgame risk,85,38,18,55,490,ship
l024,position pressure,85,39,18,85,552,ship
l025,move ordering,85,40,34,25,402,ship
l026,search width,85,41,34,55,464,ship
l027,endgame risk,85,42,34,85,526,ship
